"AFGH"	2006	1	1689
"AFGH"	2006	2	1884
"AFGH"	2006	3	2296
"AFGH"	2006	4	1854
"AFGH"	2006	5	2178
"AFGH"	2006	6	2554
"AFGH"	2006	7	2149
"AFGH"	2006	8	2118
"AFGH"	2006	9	3536
"AFGH"	2006	10	2009
"AFGH"	2006	11	2078
"AFGH"	2006	12	1635
"AFGH"	2007	1	1999
"AFGH"	2007	2	2368
"AFGH"	2007	3	2324
"AFGH"	2007	4	2190
"AFGH"	2007	5	1988
"AFGH"	2007	6	1907
"AFGH"	2007	7	2322
"AFGH"	2007	8	2540
"AFGH"	2007	9	2425
"AFGH"	2007	10	2201
"AFGH"	2007	11	1858
"AFGH"	2007	12	1938
"AFGH"	2008	1	2114
"AFGH"	2008	2	2218
"AFGH"	2008	3	2336
"AFGH"	2008	4	2162
"AFGH"	2008	5	2007
"AFGH"	2008	6	2723
"AFGH"	2008	7	2590
"AFGH"	2008	8	2502
"AFGH"	2008	9	2778
"AFGH"	2008	10	2446
"AFGH"	2008	11	2654
"AFGH"	2008	12	2931
"AFGH"	2009	1	2629
"AFGH"	2009	2	3389
"AFGH"	2009	3	3514
"AFGH"	2009	4	3258
"AFGH"	2009	5	2813
"AFGH"	2009	6	2861
"AFGH"	2009	7	3600
"AFGH"	2009	8	3768
"AFGH"	2009	9	5280
"AFGH"	2009	10	6252
"AFGH"	2009	11	6264
"AFGH"	2009	12	6438
"AFGH"	2010	1	6450
"AFGH"	2010	2	4650
"AFGH"	2010	3	4464
"AFGH"	2010	4	3946
"AFGH"	2010	5	4009
"AFGH"	2010	6	5143
"AFGH"	2010	7	5602
"AFGH"	2010	8	4707
"AFGH"	2010	9	4546
"AFGH"	2010	10	5123
"AFGH"	2010	11	5227
"AFGH"	2010	12	4617
"AFGH"	2011	1	3560
"AFGH"	2011	2	3107
"AFGH"	2011	3	3861
"AFGH"	2011	4	4313
"AFGH"	2011	5	8185
"AFGH"	2011	6	6444
"AFGH"	2011	7	4778
"AFGH"	2011	8	4065
"AFGH"	2011	9	5758
"AFGH"	2011	10	5238
"AFGH"	2011	11	4734
"AFGH"	2011	12	4400
"AFGH"	2012	1	3536
"AFGH"	2012	2	3772
"AFGH"	2012	3	5113
"AFGH"	2012	4	4163
"AFGH"	2012	5	4899
"AFGH"	2012	6	3586
"AFGH"	2012	7	3589
"AFGH"	2012	8	3095
"AFGH"	2012	9	3938
"AFGH"	2012	10	3176
"AFGH"	2012	11	3192
"AFGH"	2012	12	3115
"AFGH"	2013	1	2975
"AFGH"	2013	2	3026
"AFGH"	2013	3	3031
"AFGH"	2013	4	3242
"AFGH"	2013	5	3282
"AFGH"	2013	6	3733
"AFGH"	2013	7	2827
"AFGH"	2013	8	2725
"AFGH"	2013	9	2890
"AFGH"	2013	10	3018
"AFGH"	2013	11	2894
"AFGH"	2013	12	2861
"AFGH"	2014	1	2405
"AFGH"	2014	2	2891
"AFGH"	2014	3	2901
"AFGH"	2014	4	2570
"AFGH"	2014	5	2979
"AFGH"	2014	6	3288
"AFGH"	2014	7	2394
"AFGH"	2014	8	1865
"AFGH"	2014	9	2593
"AFGH"	2014	10	2506
"AFGH"	2014	11	2851
"AFGH"	2014	12	3176
"AFGH"	2015	1	2291
"AFGH"	2015	2	2967
"AFGH"	2015	3	2672
"AFGH"	2015	4	2013
"AFGH"	2015	5	2397
"AFGH"	2015	6	1955
"AFGH"	2015	7	2339
"AFGH"	2015	8	2359
"AFGH"	2015	9	2264
"AFGH"	2015	10	3951
"AFGH"	2015	11	2219
"AFGH"	2015	12	3128
"AFGH"	2016	1	2604
"AFGH"	2016	2	1902
"AFGH"	2016	3	2604
"AFGH"	2016	4	2271
"AFGH"	2016	5	3029
"AFGH"	2016	6	2552
"AFGH"	2016	7	2501
"AFGH"	2016	8	2453
"AFGH"	2016	9	2413
"AFGH"	2016	10	2321
"AFGH"	2016	11	2157
"AFGH"	2016	12	2321
"AFGH"	2017	1	2193
"AFGH"	2017	2	2199
"AFGH"	2017	3	2426
"AFGH"	2017	4	2989
"AFGH"	2017	5	2781
"AFGH"	2017	6	2649
"AFGH"	2017	7	2370
"AFGH"	2017	8	3429
"AFGH"	2017	9	2627
"AFGH"	2017	10	3018
"AFGH"	2017	11	2610
"AFGH"	2017	12	2646
"AFGH"	2018	1	3134
"AFGH"	2018	2	2223
"AFGH"	2018	3	2704
"AFGH"	2018	4	2070
"AFGH"	2018	5	2117
"AFGH"	2018	6	2220
"AFGH"	2018	7	2068
"AFGH"	2018	8	2326
"AFGH"	2018	9	2490
"AFGH"	2018	10	2137
"AFGH"	2018	11	2721
"AFGH"	2018	12	2607
"AFGH"	2019	1	2813
"AFGH"	2019	2	2519
"AFGH"	2019	3	2168
"AFGH"	2019	4	1946
"AFGH"	2019	5	2149
"AFGH"	2019	6	2718
"AFGH"	2019	7	2487
"AFGH"	2019	8	2148
"AFGH"	2019	9	2893
"AFGH"	2019	10	1797
"AFGH"	2019	11	2171
"AFGH"	2019	12	2123
"AFGH"	2020	1	1759
"AFGH"	2020	2	1739
"AFGH"	2020	3	2127
"AFGH"	2020	4	1188
"AFGH"	2020	5	1450
"AFGH"	2020	6	1732
"AFGH"	2020	7	1152
"ANGOL"	1980	6	7
"ANGOL"	1980	7	2
"ANGOL"	1980	8	2
"ANGOL"	1980	9	1
"ANGOL"	1980	10	2
"ANGOL"	1980	11	3
"ANGOL"	1980	12	1
"ANGOL"	1981	1	7
"ANGOL"	1981	2	5
"ANGOL"	1981	3	11
"ANGOL"	1981	4	9
"ANGOL"	1981	5	11
"ANGOL"	1981	6	7
"ANGOL"	1981	7	3
"ANGOL"	1981	8	22
"ANGOL"	1981	9	26
"ANGOL"	1981	10	6
"ANGOL"	1981	11	3
"ANGOL"	1981	12	13
"ANGOL"	1982	1	8
"ANGOL"	1982	2	2
"ANGOL"	1982	3	10
"ANGOL"	1982	4	4
"ANGOL"	1982	5	4
"ANGOL"	1982	6	8
"ANGOL"	1982	7	18
"ANGOL"	1982	8	10
"ANGOL"	1982	9	4
"ANGOL"	1982	10	14
"ANGOL"	1982	11	8
"ANGOL"	1982	12	12
"ANGOL"	1983	1	15
"ANGOL"	1983	2	12
"ANGOL"	1983	3	3
"ANGOL"	1983	4	5
"ANGOL"	1983	5	4
"ANGOL"	1983	6	5
"ANGOL"	1983	7	3
"ANGOL"	1983	8	10
"ANGOL"	1983	9	7
"ANGOL"	1983	10	2
"ANGOL"	1983	11	10
"ANGOL"	1983	12	11
"ANGOL"	1984	1	27
"ANGOL"	1984	2	17
"ANGOL"	1984	3	22
"ANGOL"	1984	4	13
"ANGOL"	1984	5	9
"ANGOL"	1984	6	9
"ANGOL"	1984	7	13
"ANGOL"	1984	8	4
"ANGOL"	1984	9	2
"ANGOL"	1984	10	3
"ANGOL"	1984	11	8
"ANGOL"	1984	12	5
"ANGOL"	1985	1	10
"ANGOL"	1985	2	6
"ANGOL"	1985	3	10
"ANGOL"	1985	4	6
"ANGOL"	1985	5	31
"ANGOL"	1985	6	17
"ANGOL"	1985	7	14
"ANGOL"	1985	8	1
"ANGOL"	1985	9	39
"ANGOL"	1985	10	29
"ANGOL"	1985	11	32
"ANGOL"	1985	12	41
"ANGOL"	1986	1	62
"ANGOL"	1986	2	47
"ANGOL"	1986	3	52
"ANGOL"	1986	4	26
"ANGOL"	1986	5	18
"ANGOL"	1986	6	16
"ANGOL"	1986	7	12
"ANGOL"	1986	8	42
"ANGOL"	1986	9	25
"ANGOL"	1986	10	15
"ANGOL"	1986	11	21
"ANGOL"	1986	12	16
"ANGOL"	1987	1	26
"ANGOL"	1987	2	22
"ANGOL"	1987	3	12
"ANGOL"	1987	4	23
"ANGOL"	1987	5	8
"ANGOL"	1987	6	45
"ANGOL"	1987	7	55
"ANGOL"	1987	8	19
"ANGOL"	1987	9	54
"ANGOL"	1987	10	35
"ANGOL"	1987	11	71
"ANGOL"	1987	12	44
"ANGOL"	1988	1	64
"ANGOL"	1988	2	75
"ANGOL"	1988	3	61
"ANGOL"	1988	4	33
"ANGOL"	1988	5	110
"ANGOL"	1988	6	141
"ANGOL"	1988	7	170
"ANGOL"	1988	8	228
"ANGOL"	1988	9	97
"ANGOL"	1988	10	98
"ANGOL"	1988	11	128
"ANGOL"	1988	12	131
"ANGOL"	1989	1	100
"ANGOL"	1989	2	65
"ANGOL"	1989	3	51
"ANGOL"	1989	4	112
"ANGOL"	1989	5	44
"ANGOL"	1989	6	100
"ANGOL"	1989	7	52
"ANGOL"	1989	8	88
"ANGOL"	1989	9	53
"ANGOL"	1989	10	81
"ANGOL"	1989	11	46
"ANGOL"	1989	12	48
"ANGOL"	1990	1	71
"ANGOL"	1990	2	56
"ANGOL"	1990	3	72
"ANGOL"	1990	4	52
"ANGOL"	1990	5	44
"ANGOL"	1990	6	47
"ANGOL"	1990	7	44
"ANGOL"	1990	8	49
"ANGOL"	1990	9	59
"ANGOL"	1990	10	70
"ANGOL"	1990	11	39
"ANGOL"	1990	12	99
"ANGOL"	1991	1	32
"ANGOL"	1991	2	36
"ANGOL"	1991	3	28
"ANGOL"	1991	4	59
"ANGOL"	1991	5	154
"ANGOL"	1991	6	62
"ANGOL"	1991	7	50
"ANGOL"	1991	8	25
"ANGOL"	1991	9	63
"ANGOL"	1991	10	32
"ANGOL"	1991	11	20
"ANGOL"	1991	12	20
"ANGOL"	1992	1	42
"ANGOL"	1992	2	30
"ANGOL"	1992	3	49
"ANGOL"	1992	4	54
"ANGOL"	1992	5	30
"ANGOL"	1992	6	49
"ANGOL"	1992	7	82
"ANGOL"	1992	8	48
"ANGOL"	1992	9	77
"ANGOL"	1992	10	191
"ANGOL"	1992	11	176
"ANGOL"	1992	12	104
"ANGOL"	1993	1	180
"ANGOL"	1993	2	118
"ANGOL"	1993	3	116
"ANGOL"	1993	4	85
"ANGOL"	1993	5	120
"ANGOL"	1993	6	94
"ANGOL"	1993	7	48
"ANGOL"	1993	8	90
"ANGOL"	1993	9	100
"ANGOL"	1993	10	75
"ANGOL"	1993	11	69
"ANGOL"	1993	12	76
"ANGOL"	1994	1	60
"ANGOL"	1994	2	61
"ANGOL"	1994	3	41
"ANGOL"	1994	4	44
"ANGOL"	1994	5	68
"ANGOL"	1994	6	67
"ANGOL"	1994	7	79
"ANGOL"	1994	8	62
"ANGOL"	1994	9	60
"ANGOL"	1994	10	85
"ANGOL"	1994	11	226
"ANGOL"	1994	12	76
"ANGOL"	1995	1	42
"ANGOL"	1995	2	81
"ANGOL"	1995	3	52
"ANGOL"	1995	4	58
"ANGOL"	1995	5	84
"ANGOL"	1995	6	64
"ANGOL"	1995	7	64
"ANGOL"	1995	8	62
"ANGOL"	1995	9	63
"ANGOL"	1995	10	59
"ANGOL"	1995	11	40
"ANGOL"	1995	12	85
"ANGOL"	1996	1	77
"ANGOL"	1996	2	66
"ANGOL"	1996	3	49
"ANGOL"	1996	4	43
"ANGOL"	1996	5	53
"ANGOL"	1996	6	52
"ANGOL"	1996	7	67
"ANGOL"	1996	8	36
"ANGOL"	1996	9	66
"ANGOL"	1996	10	71
"ANGOL"	1996	11	58
"ANGOL"	1996	12	25
"ANGOL"	1997	1	71
"ANGOL"	1997	2	55
"ANGOL"	1997	3	74
"ANGOL"	1997	4	89
"ANGOL"	1997	5	112
"ANGOL"	1997	6	65
"ANGOL"	1997	7	87
"ANGOL"	1997	8	86
"ANGOL"	1997	9	106
"ANGOL"	1997	10	186
"ANGOL"	1997	11	75
"ANGOL"	1997	12	54
"ANGOL"	1998	1	86
"ANGOL"	1998	2	101
"ANGOL"	1998	3	119
"ANGOL"	1998	4	95
"ANGOL"	1998	5	108
"ANGOL"	1998	6	140
"ANGOL"	1998	7	204
"ANGOL"	1998	8	365
"ANGOL"	1998	9	322
"ANGOL"	1998	10	250
"ANGOL"	1998	11	229
"ANGOL"	1998	12	258
"ANGOL"	1999	1	361
"ANGOL"	1999	2	194
"ANGOL"	1999	3	224
"ANGOL"	1999	4	209
"ANGOL"	1999	5	228
"ANGOL"	1999	6	177
"ANGOL"	1999	7	321
"ANGOL"	1999	8	239
"ANGOL"	1999	9	248
"ANGOL"	1999	10	203
"ANGOL"	1999	11	205
"ANGOL"	1999	12	297
"ANGOL"	2000	1	372
"ANGOL"	2000	2	301
"ANGOL"	2000	3	359
"ANGOL"	2000	4	266
"ANGOL"	2000	5	354
"ANGOL"	2000	6	363
"ANGOL"	2000	7	373
"ANGOL"	2000	8	309
"ANGOL"	2000	9	326
"ANGOL"	2000	10	270
"ANGOL"	2000	11	340
"ANGOL"	2000	12	251
"ANGOL"	2001	1	492
"ANGOL"	2001	2	329
"ANGOL"	2001	3	294
"ANGOL"	2001	4	311
"ANGOL"	2001	5	361
"ANGOL"	2001	6	280
"ANGOL"	2001	7	208
"ANGOL"	2001	8	354
"ANGOL"	2001	9	283
"ANGOL"	2001	10	263
"ANGOL"	2001	11	354
"ANGOL"	2001	12	220
"ANGOL"	2002	1	312
"ANGOL"	2002	2	557
"ANGOL"	2002	3	494
"ANGOL"	2002	4	457
"ANGOL"	2002	5	372
"ANGOL"	2002	6	337
"ANGOL"	2002	7	368
"ANGOL"	2002	8	502
"ANGOL"	2002	9	674
"ANGOL"	2002	10	703
"ANGOL"	2002	11	468
"ANGOL"	2002	12	457
"ANGOL"	2003	1	393
"ANGOL"	2003	2	412
"ANGOL"	2003	3	578
"ANGOL"	2003	4	494
"ANGOL"	2003	5	441
"ANGOL"	2003	6	501
"ANGOL"	2003	7	407
"ANGOL"	2003	8	457
"ANGOL"	2003	9	399
"ANGOL"	2003	10	463
"ANGOL"	2003	11	222
"ANGOL"	2003	12	218
"ANGOL"	2004	1	273
"ANGOL"	2004	2	349
"ANGOL"	2004	3	557
"ANGOL"	2004	4	486
"ANGOL"	2004	5	457
"ANGOL"	2004	6	587
"ANGOL"	2004	7	514
"ANGOL"	2004	8	575
"ANGOL"	2004	9	483
"ANGOL"	2004	10	468
"ANGOL"	2004	11	401
"ANGOL"	2004	12	341
"ANGOL"	2005	1	352
"ANGOL"	2005	2	435
"ANGOL"	2005	3	490
"ANGOL"	2005	4	377
"ANGOL"	2005	5	330
"ANGOL"	2005	6	625
"ANGOL"	2005	7	513
"ANGOL"	2005	8	575
"ANGOL"	2005	9	468
"ANGOL"	2005	10	494
"ANGOL"	2005	11	383
"ANGOL"	2005	12	368
"ANGOL"	2006	1	417
"ANGOL"	2006	2	330
"ANGOL"	2006	3	390
"ANGOL"	2006	4	373
"ANGOL"	2006	5	539
"ANGOL"	2006	6	893
"ANGOL"	2006	7	529
"ANGOL"	2006	8	736
"ANGOL"	2006	9	658
"ANGOL"	2006	10	685
"ANGOL"	2006	11	715
"ANGOL"	2006	12	473
"ANGOL"	2007	1	456
"ANGOL"	2007	2	531
"ANGOL"	2007	3	703
"ANGOL"	2007	4	489
"ANGOL"	2007	5	626
"ANGOL"	2007	6	540
"ANGOL"	2007	7	644
"ANGOL"	2007	8	842
"ANGOL"	2007	9	606
"ANGOL"	2007	10	639
"ANGOL"	2007	11	649
"ANGOL"	2007	12	519
"ANGOL"	2008	1	619
"ANGOL"	2008	2	504
"ANGOL"	2008	3	589
"ANGOL"	2008	4	671
"ANGOL"	2008	5	597
"ANGOL"	2008	6	749
"ANGOL"	2008	7	627
"ANGOL"	2008	8	620
"ANGOL"	2008	9	533
"ANGOL"	2008	10	700
"ANGOL"	2008	11	645
"ANGOL"	2008	12	393
"ANGOL"	2009	1	386
"ANGOL"	2009	2	422
"ANGOL"	2009	3	550
"ANGOL"	2009	4	415
"ANGOL"	2009	5	448
"ANGOL"	2009	6	536
"ANGOL"	2009	7	602
"ANGOL"	2009	8	560
"ANGOL"	2009	9	416
"ANGOL"	2009	10	532
"ANGOL"	2009	11	579
"ANGOL"	2009	12	587
"ANGOL"	2010	1	1535
"ANGOL"	2010	2	468
"ANGOL"	2010	3	564
"ANGOL"	2010	4	550
"ANGOL"	2010	5	583
"ANGOL"	2010	6	717
"ANGOL"	2010	7	741
"ANGOL"	2010	8	721
"ANGOL"	2010	9	683
"ANGOL"	2010	10	653
"ANGOL"	2010	11	702
"ANGOL"	2010	12	589
"ANGOL"	2011	1	525
"ANGOL"	2011	2	622
"ANGOL"	2011	3	689
"ANGOL"	2011	4	591
"ANGOL"	2011	5	717
"ANGOL"	2011	6	677
"ANGOL"	2011	7	694
"ANGOL"	2011	8	866
"ANGOL"	2011	9	1029
"ANGOL"	2011	10	782
"ANGOL"	2011	11	800
"ANGOL"	2011	12	716
"ANGOL"	2012	1	999
"ANGOL"	2012	2	749
"ANGOL"	2012	3	707
"ANGOL"	2012	4	806
"ANGOL"	2012	5	861
"ANGOL"	2012	6	803
"ANGOL"	2012	7	853
"ANGOL"	2012	8	810
"ANGOL"	2012	9	683
"ANGOL"	2012	10	746
"ANGOL"	2012	11	752
"ANGOL"	2012	12	626
"ANGOL"	2013	1	996
"ANGOL"	2013	2	736
"ANGOL"	2013	3	687
"ANGOL"	2013	4	770
"ANGOL"	2013	5	789
"ANGOL"	2013	6	839
"ANGOL"	2013	7	817
"ANGOL"	2013	8	703
"ANGOL"	2013	9	728
"ANGOL"	2013	10	788
"ANGOL"	2013	11	800
"ANGOL"	2013	12	616
"ANGOL"	2014	1	659
"ANGOL"	2014	2	551
"ANGOL"	2014	3	647
"ANGOL"	2014	4	750
"ANGOL"	2014	5	809
"ANGOL"	2014	6	569
"ANGOL"	2014	7	662
"ANGOL"	2014	8	722
"ANGOL"	2014	9	694
"ANGOL"	2014	10	666
"ANGOL"	2014	11	612
"ANGOL"	2014	12	638
"ANGOL"	2015	1	577
"ANGOL"	2015	2	530
"ANGOL"	2015	3	649
"ANGOL"	2015	4	650
"ANGOL"	2015	5	625
"ANGOL"	2015	6	674
"ANGOL"	2015	7	542
"ANGOL"	2015	8	436
"ANGOL"	2015	9	530
"ANGOL"	2015	10	556
"ANGOL"	2015	11	608
"ANGOL"	2015	12	385
"ANGOL"	2016	1	439
"ANGOL"	2016	2	461
"ANGOL"	2016	3	451
"ANGOL"	2016	4	460
"ANGOL"	2016	5	400
"ANGOL"	2016	6	415
"ANGOL"	2016	7	322
"ANGOL"	2016	8	438
"ANGOL"	2016	9	369
"ANGOL"	2016	10	388
"ANGOL"	2016	11	357
"ANGOL"	2016	12	377
"ANGOL"	2017	1	301
"ANGOL"	2017	2	319
"ANGOL"	2017	3	356
"ANGOL"	2017	4	288
"ANGOL"	2017	5	305
"ANGOL"	2017	6	415
"ANGOL"	2017	7	350
"ANGOL"	2017	8	476
"ANGOL"	2017	9	414
"ANGOL"	2017	10	375
"ANGOL"	2017	11	558
"ANGOL"	2017	12	392
"ANGOL"	2018	1	453
"ANGOL"	2018	2	335
"ANGOL"	2018	3	439
"ANGOL"	2018	4	452
"ANGOL"	2018	5	495
"ANGOL"	2018	6	352
"ANGOL"	2018	7	385
"ANGOL"	2018	8	343
"ANGOL"	2018	9	305
"ANGOL"	2018	10	451
"ANGOL"	2018	11	441
"ANGOL"	2018	12	288
"ANGOL"	2019	1	377
"ANGOL"	2019	2	403
"ANGOL"	2019	3	497
"ANGOL"	2019	4	438
