"bad harvests"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.63525627
"disruption to farming"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.719201997
"lack of agricultural infrastructure"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.661638576
"lack of cultivation"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.740704541
"infrastructure damage"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.620872394
"harvests are devastated"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.644651344
"disruption to farming"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.82846854
"toll on livestock"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.637520563
"lack of roads"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.736280537
"toll on livestock"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.81031724
"unable to sow"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.627330341
"toll on livestock"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.848559069
"water distribution shortages"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.709414342
"lack of roads"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.834122444
"harvest decline"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.595745857
"unable to sow"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.643253115
"harvest decline"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.625426173
"harvests are devastated"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.830342302
"toll on livestock"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.670605462
"disruption to farming"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.839166482
"infrastructure damage"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.758959155
"lack of roads"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.633347612
"transport bottleneck"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.554947137
"livestock had died"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.682381356
"lack of agricultural infrastructure"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.76052712
"cattle death"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.69206215
"transport bottleneck"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.740933
"harvests are devastated"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.587861236
"failed crops"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.800958791
"bad harvests"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.717005092
"lack of cultivation"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.847465326
"livestock had died"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.6986601
"water distribution shortages"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.568866073
"lack of roads"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.582066283
"livestock had died"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.698765127
"infrastructure damage"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.72130874
"disruption to farming"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.659383217
"cattle death"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.594782853
"harvest decline"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.804971641
"infrastructure damage"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.566750883
"lack of cultivation"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.64532423
"lack of agricultural infrastructure"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.643756872
"unable to sow"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.772867675
"livestock had died"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.599324703
"disruption to farming"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.557918823
"bad harvests"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.73353902
"infrastructure damage"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.683787778
"water distribution shortages"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.57330267
"failed crops"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.553773787
"lack of cultivation"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.682022606
"lack of cultivation"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.710147193
"water distribution shortages"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.60190896
"transport bottleneck"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.551726878
"disruption to farming"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.766028645
"failed crops"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.606269257
"harvest decline"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.75333587
"unable to sow"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.634414785
"infrastructure damage"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.720257201
"disruption to farming"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.66684309
"water distribution shortages"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.712426664
"water distribution shortages"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.576104494
"transport bottleneck"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.627035997
"disruption to farming"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.747622802
"lack of agricultural infrastructure"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.565990816
"transport bottleneck"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.63622669
"lack of agricultural infrastructure"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.627443088
"harvests are devastated"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.591110702
"infrastructure damage"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.777080309
"bad harvests"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.614148458
"transport bottleneck"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.740428097
"harvest decline"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.682861226
"transport bottleneck"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.8148824
"lack of cultivation"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.77644388
"bad harvests"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.619382115
"harvest decline"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.816998723
"disruption to farming"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.836516703
"lack of agricultural infrastructure"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.742169559
"water distribution shortages"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.718933046
"cattle death"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.815883377
"transport bottleneck"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.584749543
"harvests are devastated"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.617771164
"unable to sow"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.830686814
"harvests are devastated"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.58704041
"infrastructure damage"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.803221418
"livestock had died"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.790914667
"lack of roads"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.749330317
"toll on livestock"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.556123962
"lack of cultivation"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.555237645
"disruption to farming"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.639313734
"cattle death"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.665115392
"livestock had died"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.691556311
"lack of agricultural infrastructure"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.688569609
"lack of cultivation"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.694399251
"harvests are devastated"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.83151683
"harvest decline"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.756404723
"infrastructure damage"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.612417884
"failed crops"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.733314903
"unable to sow"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.651091502
"lack of roads"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.745478192
"disruption to farming"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.717589046
"transport bottleneck"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.57720862
"bad harvests"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.81338225
"harvest decline"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.562904372
"lack of roads"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.628217392
"water distribution shortages"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.63942515
"failed crops"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.640139037
"toll on livestock"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.569551659
"lack of agricultural infrastructure"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.784969844
"livestock had died"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.845908631
"bad harvests"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.788111831
"infrastructure damage"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.657746932
"harvest decline"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.731270424
"infrastructure damage"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.7101841
"lack of cultivation"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.775511917
"livestock had died"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.65835911
"harvests are devastated"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.690376739
"harvests are devastated"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.631529361
"lack of agricultural infrastructure"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.733260592
"toll on livestock"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.66714275
"cattle death"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.837931568
"livestock had died"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.764319
"cattle death"	"unable to sow"	"agricultural production issues"	"agricultural production issues"	0.677874384
"lack of cultivation"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.641819555
"infrastructure damage"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.793907859
"lack of cultivation"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.555413522
"cattle death"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.562582866
"lack of cultivation"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.609889817
"bad harvests"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.646864062
"lack of roads"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.586307578
"lack of agricultural infrastructure"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.785436791
"disruption to farming"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.798145028
"unable to sow"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.834223638
"unable to sow"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.755239551
"failed crops"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.754109868
"harvest decline"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.676739055
"transport bottleneck"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.827375285
"lack of roads"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.693418102
"harvests are devastated"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.735402146
"disruption to farming"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.600538383
"lack of agricultural infrastructure"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.590877589
"transport bottleneck"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.838102973
"failed crops"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.839401755
"harvest decline"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.611171177
"livestock had died"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.604065574
"failed crops"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.648021708
"lack of roads"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.832480158
"infrastructure damage"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.631153136
"toll on livestock"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.677668644
"bad harvests"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.634935984
"bad harvests"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.574069715
"failed crops"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.744965617
"lack of cultivation"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.628437453
"harvest decline"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.613775976
"unable to sow"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.570311814
"lack of agricultural infrastructure"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.690802607
"failed crops"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.784944289
"harvest decline"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.669017336
"lack of roads"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.719463639
"toll on livestock"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.618009183
"harvest decline"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.593590763
"cattle death"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.582923465
"livestock had died"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.585772343
"cattle death"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.645525416
"cattle death"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.689862527
"lack of cultivation"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.794807428
"water distribution shortages"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.552948062
"failed crops"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.620166123
"failed crops"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.685439593
"transport bottleneck"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.591874535
"unable to sow"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.748198326
"water distribution shortages"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.779209344
"toll on livestock"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.844252033
"water distribution shortages"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.561943002
"harvests are devastated"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.837505313
"bad harvests"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.556041484
"infrastructure damage"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.582040955
"lack of cultivation"	"harvest decline"	"agricultural production issues"	"agricultural production issues"	0.591089872
"harvests are devastated"	"livestock had died"	"agricultural production issues"	"agricultural production issues"	0.774751868
"water distribution shortages"	"toll on livestock"	"agricultural production issues"	"agricultural production issues"	0.666414741
"lack of agricultural infrastructure"	"lack of roads"	"agricultural production issues"	"agricultural production issues"	0.737807727
"disruption to farming"	"bad harvests"	"agricultural production issues"	"agricultural production issues"	0.843636012
"unable to sow"	"transport bottleneck"	"agricultural production issues"	"agricultural production issues"	0.642836361
"bad harvests"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.659042551
"bad harvests"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.650833007
"cattle death"	"lack of agricultural infrastructure"	"agricultural production issues"	"agricultural production issues"	0.602813963
"unable to sow"	"lack of cultivation"	"agricultural production issues"	"agricultural production issues"	0.818476236
"unable to sow"	"harvests are devastated"	"agricultural production issues"	"agricultural production issues"	0.703765024
"cattle death"	"disruption to farming"	"agricultural production issues"	"agricultural production issues"	0.763205937
"transport bottleneck"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.618308656
"lack of agricultural infrastructure"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.554563591
"harvest decline"	"water distribution shortages"	"agricultural production issues"	"agricultural production issues"	0.768423596
"transport bottleneck"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.835699833
"unable to sow"	"infrastructure damage"	"agricultural production issues"	"agricultural production issues"	0.622567515
"lack of roads"	"failed crops"	"agricultural production issues"	"agricultural production issues"	0.577879917
"unable to sow"	"cattle death"	"agricultural production issues"	"agricultural production issues"	0.605904088
"unable to sow"	"the offensive"	"agricultural production issues"	"conflicts and violence"	0.549793754
"water distribution shortages"	"foreign troops"	"agricultural production issues"	"conflicts and violence"	0.202954293
"cattle death"	"civil strife"	"agricultural production issues"	"conflicts and violence"	0.254499244
"water distribution shortages"	"mayhem"	"agricultural production issues"	"conflicts and violence"	0.223478187
"lack of agricultural infrastructure"	"rebel insurgency"	"agricultural production issues"	"conflicts and violence"	0.112466151
"harvest decline"	"foreign troops"	"agricultural production issues"	"conflicts and violence"	0.157572811
"unable to sow"	"conflict"	"agricultural production issues"	"conflicts and violence"	0.390652502
"water distribution shortages"	"jihadist groups"	"agricultural production issues"	"conflicts and violence"	0.416797986
"transport bottleneck"	"international terrorists"	"agricultural production issues"	"conflicts and violence"	0.526562397
"toll on livestock"	"convoys"	"agricultural production issues"	"conflicts and violence"	0.375307801
"bad harvests"	"militia groups"	"agricultural production issues"	"conflicts and violence"	0.465863749
"livestock had died"	"clans"	"agricultural production issues"	"conflicts and violence"	0.488435553
"infrastructure damage"	"destructive pattern"	"agricultural production issues"	"conflicts and violence"	0.312006513
"harvests are devastated"	"conflict"	"agricultural production issues"	"conflicts and violence"	0.566081559
"lack of roads"	"foreign troops"	"agricultural production issues"	"conflicts and violence"	0.154088548
"livestock had died"	"international terrorists"	"agricultural production issues"	"conflicts and violence"	0.413008943
"failed crops"	"warlord"	"agricultural production issues"	"conflicts and violence"	0.370186948
"bad harvests"	"clan battle"	"agricultural production issues"	"conflicts and violence"	0.11044249
"lack of roads"	"clan battle"	"agricultural production issues"	"conflicts and violence"	0.449364392
"bad harvests"	"air attack"	"agricultural production issues"	"conflicts and violence"	0.38135167
"water distribution shortages"	"brutal government"	"agricultural production issues"	"conflicts and violence"	0.513136963
"unable to sow"	"rebel insurgency"	"agricultural production issues"	"conflicts and violence"	0.554450948
"infrastructure damage"	"continued strife"	"agricultural production issues"	"conflicts and violence"	0.130993806
"harvest decline"	"police torture"	"agricultural production issues"	"conflicts and violence"	0.184968766
"lack of agricultural infrastructure"	"air attack"	"agricultural production issues"	"conflicts and violence"	0.580212498
"failed crops"	"prolonged fighting"	"agricultural production issues"	"conflicts and violence"	0.316190039
"lack of roads"	"destructive pattern"	"agricultural production issues"	"conflicts and violence"	0.500919238
"failed crops"	"air attack"	"agricultural production issues"	"conflicts and violence"	0.173084001
"cattle death"	"foreign troops"	"agricultural production issues"	"conflicts and violence"	0.127237821
"lack of agricultural infrastructure"	"civil strife"	"agricultural production issues"	"conflicts and violence"	0.147048524
"toll on livestock"	"international terrorists"	"agricultural production issues"	"conflicts and violence"	0.413864842
"infrastructure damage"	"terrorism"	"agricultural production issues"	"conflicts and violence"	0.378652619
"bad harvests"	"civil strife"	"agricultural production issues"	"conflicts and violence"	0.125771613
"cattle death"	"blockade"	"agricultural production issues"	"conflicts and violence"	0.394215302
"infrastructure damage"	"siege"	"agricultural production issues"	"conflicts and violence"	0.567642633
"disruption to farming"	"international terrorists"	"agricultural production issues"	"conflicts and violence"	0.432557708
"lack of cultivation"	"terrorist"	"agricultural production issues"	"conflicts and violence"	0.586524048
"water distribution shortages"	"pirates"	"agricultural production issues"	"conflicts and violence"	0.169095629
"bad harvests"	"clans"	"agricultural production issues"	"conflicts and violence"	0.274267347
"lack of cultivation"	"pirates"	"agricultural production issues"	"conflicts and violence"	0.35158526
"lack of agricultural infrastructure"	"repression"	"agricultural production issues"	"conflicts and violence"	0.550916641
"harvest decline"	"bombing campaign"	"agricultural production issues"	"conflicts and violence"	0.278485604
"harvests are devastated"	"repression"	"agricultural production issues"	"conflicts and violence"	0.37447177
"lack of agricultural infrastructure"	"international terrorists"	"agricultural production issues"	"conflicts and violence"	0.496390612
"transport bottleneck"	"conflict"	"agricultural production issues"	"conflicts and violence"	0.381546487
"bad harvests"	"looting"	"agricultural production issues"	"conflicts and violence"	0.341741941
"harvests are devastated"	"foreign troops"	"agricultural production issues"	"conflicts and violence"	0.43889092
"water distribution shortages"	"clan warfare"	"agricultural production issues"	"conflicts and violence"	0.554437855
"cattle death"	"police torture"	"agricultural production issues"	"conflicts and violence"	0.146869081
"unable to sow"	"siege"	"agricultural production issues"	"conflicts and violence"	0.350863236
"failed crops"	"the offensive"	"agricultural production issues"	"conflicts and violence"	0.105288396
"harvest decline"	"mayhem"	"agricultural production issues"	"conflicts and violence"	0.599306495
"infrastructure damage"	"violent suppression"	"agricultural production issues"	"conflicts and violence"	0.211667699
"water distribution shortages"	"continued strife"	"agricultural production issues"	"conflicts and violence"	0.518842704
"water distribution shortages"	"rebel insurgency"	"agricultural production issues"	"conflicts and violence"	0.230497955
"infrastructure damage"	"major offensive"	"agricultural production issues"	"conflicts and violence"	0.56784846
"disruption to farming"	"rival warlords"	"agricultural production issues"	"conflicts and violence"	0.463971151
"lack of roads"	"internal strife"	"agricultural production issues"	"conflicts and violence"	0.20361243
"water distribution shortages"	"internal strife"	"agricultural production issues"	"conflicts and violence"	0.486594611
"unable to sow"	"civil strife"	"agricultural production issues"	"conflicts and violence"	0.355278931
"lack of agricultural infrastructure"	"police torture"	"agricultural production issues"	"conflicts and violence"	0.260108793
"infrastructure damage"	"gangs of bandits"	"agricultural production issues"	"conflicts and violence"	0.317395438
"unable to sow"	"violent suppression"	"agricultural production issues"	"conflicts and violence"	0.411598161
"failed crops"	"siege"	"agricultural production issues"	"conflicts and violence"	0.505938306
"lack of agricultural infrastructure"	"conflict"	"agricultural production issues"	"conflicts and violence"	0.180435924
"lack of agricultural infrastructure"	"pirates"	"agricultural production issues"	"conflicts and violence"	0.564245294
"transport bottleneck"	"clan warfare"	"agricultural production issues"	"conflicts and violence"	0.177521131
"harvests are devastated"	"the offensive"	"agricultural production issues"	"conflicts and violence"	0.431680637
"bad harvests"	"blockade"	"agricultural production issues"	"conflicts and violence"	0.218715107
"livestock had died"	"clan warfare"	"agricultural production issues"	"conflicts and violence"	0.487375488
"toll on livestock"	"repression"	"agricultural production issues"	"conflicts and violence"	0.256715923
"water distribution shortages"	"prolonged fighting"	"agricultural production issues"	"conflicts and violence"	0.528414318
"bad harvests"	"siege"	"agricultural production issues"	"conflicts and violence"	0.152809347
"lack of roads"	"the offensive"	"agricultural production issues"	"conflicts and violence"	0.527902586
"failed crops"	"conflict"	"agricultural production issues"	"conflicts and violence"	0.252218428
"lack of agricultural infrastructure"	"foreign troops"	"agricultural production issues"	"conflicts and violence"	0.590636964
"cattle death"	"prolonged fighting"	"agricultural production issues"	"conflicts and violence"	0.207857326
"toll on livestock"	"jihadist groups"	"agricultural production issues"	"conflicts and violence"	0.349603637
"transport bottleneck"	"air attack"	"agricultural production issues"	"conflicts and violence"	0.203428884
"failed crops"	"terrorism"	"agricultural production issues"	"conflicts and violence"	0.237342212
"lack of agricultural infrastructure"	"blockade"	"agricultural production issues"	"conflicts and violence"	0.29928046
"disruption to farming"	"mayhem"	"agricultural production issues"	"conflicts and violence"	0.427782606
"lack of roads"	"international terrorists"	"agricultural production issues"	"conflicts and violence"	0.501280845
"bad harvests"	"rival warlords"	"agricultural production issues"	"conflicts and violence"	0.215721873
"water distribution shortages"	"clan battle"	"agricultural production issues"	"conflicts and violence"	0.364113971
"bad harvests"	"bombing campaign"	"agricultural production issues"	"conflicts and violence"	0.117134072
"infrastructure damage"	"bombing campaign"	"agricultural production issues"	"conflicts and violence"	0.338411256
"infrastructure damage"	"clans"	"agricultural production issues"	"conflicts and violence"	0.393344899
"toll on livestock"	"siege"	"agricultural production issues"	"conflicts and violence"	0.387559714
"toll on livestock"	"rebel insurgency"	"agricultural production issues"	"conflicts and violence"	0.147803329
"lack of cultivation"	"internal strife"	"agricultural production issues"	"conflicts and violence"	0.251173328
"disruption to farming"	"terrorism"	"agricultural production issues"	"conflicts and violence"	0.420971808
"bad harvests"	"convoys"	"agricultural production issues"	"conflicts and violence"	0.527694643
"lack of roads"	"looting"	"agricultural production issues"	"conflicts and violence"	0.243268906
"disruption to farming"	"terrorist"	"agricultural production issues"	"conflicts and violence"	0.374555944
